identified_name,identified_rank,identified_no,accepted_name,accepted_rank,accepted_no,early_interval,max_ma,min_ma,reference_no,cc,state
Orthotichia morganiana,species,190997,Orthotichia morganiana,species,190996,Sakmarian,295.5,290.1,27298,CA,Yukon
Fimbrinia transversa,species,168670,Fimbrinia transversa,species,168670,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Sakmarian,295.5,290.1,27298,CA,Yukon
Kutorginella yukonensis,species,123429,Kutorginella yukonensis,species,123429,Sakmarian,295.5,290.1,27298,CA,Yukon
Cancrinella singletoni,species,165430,Striapustula singletoni,species,165430,Sakmarian,295.5,290.1,27298,CA,Yukon
Protoanidanthus n. sp. umbonatus,species,201722,Protoanidanthus umbonatus,species,201722,Sakmarian,295.5,290.1,27298,CA,Yukon
Rhynchopora magna,species,128874,Rhynchopora magna,species,128874,Sakmarian,295.5,290.1,27298,CA,Yukon
Hustedia cf. remota,species,125258,Hustedia remota,species,125257,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferella pseudodraschei,species,201733,Spiriferella pseudodraschei,species,201733,Sakmarian,295.5,290.1,27298,CA,Yukon
Spirelytha fredericksi,species,126444,Spirelytha fredericksi,species,126444,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferellina ? sp.,genus,29640,Spiriferellina,genus,29640,Sakmarian,295.5,290.1,27298,CA,Yukon
Tubersulculus maximus,species,201716,Tubersulculus maximus,species,201716,Sakmarian,295.5,290.1,27298,CA,Yukon
Chaoiella sp.,genus,27203,Chaoiella,genus,27203,Sakmarian,295.5,290.1,27298,CA,Yukon
Schrenkiella sp.,genus,27924,Schrenkiella,genus,27924,Sakmarian,295.5,290.1,27298,CA,Yukon
Protoanidanthus umbonatus,species,201722,Protoanidanthus umbonatus,species,201722,Sakmarian,295.5,290.1,27298,CA,Yukon
Larispirifer ettrainensis,species,201736,Larispirifer ettrainensis,species,201736,Sakmarian,295.5,290.1,27298,CA,Yukon
Linoproductidae indet.,family,81131,Linoproductidae,family,81131,Sakmarian,295.5,290.1,27298,CA,Yukon
Spiriferoidea indet.,superfamily,104299,Spiriferoidea,superfamily,110347,Sakmarian,295.5,290.1,27298,CA,Yukon
Brachythyrididae ? indet.,family,83499,Brachythyrididae,family,83499,Sakmarian,295.5,290.1,27298,CA,Yukon
n. gen. Ellesmerespongia n. sp. feildeni,species,201973,Ellesmerespongia feildeni,species,201973,Asselian,298.9,279.3,37868,CA,Nunavut
n. gen. Leidyosuchus n. sp. canadensis,species,65784,Leidyosuchus canadensis,species,65784,Late Campanian,83.5,70.6,13666,CA,Alberta
Cteniogenys cf. antiquus,species,69385,Cteniogenys antiquus,species,69385,Late Campanian,83.5,70.6,37894,CA,Alberta
Simoedosauridae indet.,family,104043,Simoedosauridae,family,104043,Puercan,66,63.3,82414,CA,Saskatchewan
n. gen. Champsosaurus n. sp. lindoei,species,67580,Champsosaurus lindoei,species,67580,Middle Campanian,83.5,70.6,37894,CA,Alberta
Champsosaurus natator,species,67587,Champsosaurus natator,species,67587,Middle Campanian,83.5,70.6,37894,CA,Alberta
Champsosaurus albertensis ?,species,67588,Champsosaurus albertensis,species,67588,Late Campanian,83.5,66,37894,CA,Alberta
Champsosaurus gigas,species,67578,Champsosaurus gigas,species,67578,Ti4,61.7,56.8,37894,CA,Saskatchewan
Champsosaurus natator,species,67587,Champsosaurus natator,species,67587,Middle Campanian,83.5,70.6,37901,CA,Alberta
Champsosaurus natator,species,67587,Champsosaurus natator,species,67587,Middle Campanian,83.5,70.6,37901,CA,Alberta
Champsosaurus natator,species,67587,Champsosaurus natator,species,67587,Middle Campanian,83.5,70.6,37901,CA,Alberta
Champsosaurus natator,species,67587,Champsosaurus natator,species,67587,Middle Campanian,83.5,70.6,37901,CA,Alberta
n. gen. Cnephasaurus n. sp. locustivorus,species,202278,Cnephasaurus locustivorus,species,202278,Late Santonian,85.8,83.5,37933,CA,Alberta
Iguanidae indet. A informal,family,37855,Iguanidae,family,37855,Late Santonian,85.8,83.5,37933,CA,Alberta
Tripennaculus n. Sp. informal,genus,110440,Tripennaculus,genus,110440,Lancian,70.6,66,43992,CA,Saskatchewan
Chamops segnis,species,54233,Chamops segnis,species,54233,Lancian,70.6,66,37933,CA,Saskatchewan
Chamops segnis,species,54233,Chamops segnis,species,54233,Lancian,70.6,66,1535,CA,Saskatchewan
Chamops segnis,species,54233,Chamops segnis,species,54233,Lancian,70.6,66,37933,CA,Alberta
Chamops segnis,species,54233,Chamops segnis,species,54233,Lancian,70.6,66,37933,CA,Alberta
Chamops sp.,genus,37931,Chamops,genus,37931,Late Santonian,85.8,83.5,37933,CA,Alberta
Chamops sp.,genus,37931,Chamops,genus,37931,Late Santonian,85.8,83.5,37933,CA,Alberta
Sphenosiagon simplex,species,199123,Sphenosiagon simplex,species,199123,Late Santonian,85.8,83.5,37933,CA,Alberta
Glyptogenys ornata,species,199121,Glyptogenys ornata,species,199121,Judithian,83.5,70.6,37933,CA,Alberta
Leptochamops denticulatus,species,67767,Leptochamops denticulatus,species,67766,Lancian,70.6,66,37933,CA,Saskatchewan
Erichalcis n. sp. conspicua,species,439898,Erichalcis conspicua,species,439898,Middle Albian,109,105.3,77383,CA,Nunavut
Meniscognathus altmani,species,69096,Meniscognathus altmani,species,69096,Lancian,70.6,66,37933,CA,Saskatchewan
Meniscognathus altmani,species,69096,Meniscognathus altmani,species,69096,Lancian,70.6,66,37933,CA,Saskatchewan
Haptosphenus placodon,species,63649,Haptosphenus placodon,species,63649,Lancian,70.6,66,37933,CA,Saskatchewan
Haptosphenus placodon,species,63649,Haptosphenus placodon,species,63649,Lancian,70.6,66,37933,CA,Saskatchewan
Haptosphenus placodon,species,63649,Haptosphenus placodon,species,63649,Lancian,70.6,66,37933,CA,Alberta
n. gen. Stypodontosaurus n. sp. melletes,species,202448,Stypodontosaurus melletes,species,202448,Lancian,70.6,66,37933,CA,Alberta
n. gen. Penemabuya n. sp. antecessor,species,202456,Penemabuya antecessor,species,202456,Late Santonian,85.8,83.5,37933,CA,Alberta
n. gen. Aocnodromeus n. sp. corrugatus,species,202462,Aocnodromeus corrugatus,species,202462,Late Santonian,85.8,83.5,37933,CA,Alberta
Chamopsiidae indet.,family,172846,Chamopsiidae,family,120873,Lancian,70.6,66,43992,CA,Saskatchewan
Tripennaculus n. sp. informal,genus,110440,Tripennaculus,genus,110440,Lancian,70.6,66,43992,CA,Saskatchewan
Scincomorpha indet.,infraorder,249033,Scincomorpha,infraorder,57293,Late Santonian,85.8,83.5,37933,CA,Alberta
Scincomorpha indet.,infraorder,57293,Scincomorpha,infraorder,57293,Late Campanian,83.5,70.6,37933,CA,Alberta
Xenosauridae indet.,family,38018,Xenosauridae,family,38018,Late Santonian,85.8,83.5,37933,CA,Alberta
Odaxosaurus piger,species,63184,Odaxosaurus piger,species,63182,Lancian,70.6,66,37933,CA,Alberta
Odaxosaurus piger,species,63184,Odaxosaurus piger,species,63182,Lancian,70.6,66,37933,CA,Saskatchewan
Odaxosaurus priscus,species,63181,Odaxosaurus priscus,species,63181,Judithian,83.5,70.6,37933,CA,Alberta
Anguidae indet.,family,37992,Anguidae,family,37992,Late Santonian,85.8,83.5,37933,CA,Alberta
Anguidae indet.,family,37992,Anguidae,family,37992,Late Santonian,85.8,83.5,37933,CA,Alberta
Anguidae indet.,family,37992,Anguidae,family,37992,Late Santonian,85.8,83.5,37933,CA,Alberta
Colpodontosaurus cracens,species,63185,Colpodontosaurus cracens,species,63185,Lancian,70.6,66,37933,CA,Alberta
Necrosauridae indet.,family,38024,Necrosauridae,family,38024,Late Santonian,85.8,83.5,37933,CA,Alberta
Parasaniwa wyomingensis,species,63647,Parasaniwa wyomingensis,species,63647,Lancian,70.6,66,1535,CA,Saskatchewan
Parasaniwa wyomingensis,species,63647,Parasaniwa wyomingensis,species,63647,Lancian,70.6,66,37933,CA,Alberta
Parasaniwa n. sp. cf. wyomingensis informal,species,38028,Parasaniwa,genus,38028,Judithian,83.5,70.6,37933,CA,Alberta
Parasaniwa n. sp. cf. wyomingensis informal,species,38028,Parasaniwa,genus,38028,Late Campanian,83.5,70.6,37933,CA,Alberta
Parasaniwa n. sp. cf. wyomingensis informal,species,38028,Parasaniwa,genus,38028,Judithian,83.5,70.6,37933,CA,Alberta
Paraderma bogerti,species,63233,Paraderma bogerti,species,63233,Lancian,70.6,66,37933,CA,Alberta
Paraderma bogerti,species,63233,Paraderma bogerti,species,63233,Lancian,70.6,66,37933,CA,Saskatchewan
Helodermatidae indet.,family,38031,Helodermatidae,family,38031,Judithian,83.5,70.6,37933,CA,Alberta
Palaeosaniwa canadensis,species,63234,Palaeosaniwa canadensis,species,63234,Middle Campanian,83.5,70.6,37933,CA,Alberta
Parasaniwa n. sp. cf. wyomingensis informal,species,38028,Parasaniwa,genus,38028,Middle Campanian,83.5,70.6,37933,CA,Alberta
n. gen. Palaeosaniwa n. sp. canadensis,species,63234,Palaeosaniwa canadensis,species,63234,Middle Campanian,83.5,70.6,14538,CA,Alberta
Terminonaris cf. robusta,species,202533,Terminonaris robusta,species,202533,Early Turonian,93.5,89.3,71489,CA,Saskatchewan
Orthotichia sp.,genus,26902,Orthotichia,genus,26902,Kungurian,279.3,272.3,26805,CA,Nunavut
Arctitreta kempei,species,140298,Arctitreta kempei,species,140296,Kungurian,279.3,272.3,26805,CA,Nunavut
Chonetoidea indet.,superfamily,123482,Chonetoidea,superfamily,123482,Kungurian,279.3,272.3,26805,CA,Nunavut
Liosotella pseudohorrida,species,174995,Anemonaria pseudohorrida,species,165420,Kungurian,279.3,272.3,26805,CA,Nunavut
Liosotella cf. vadosisinuata,species,147488,Anemonaria vadosisinuata,species,147488,Kungurian,279.3,272.3,26805,CA,Nunavut
Thamnosia cf. arctica,species,119868,Thamnosia arctica,species,119866,Kungurian,279.3,272.3,26805,CA,Nunavut
Linoproductus cf. kulikii,species,202621,Megousia kulikii,species,131165,Kungurian,279.3,272.3,26805,CA,Nunavut
Cancrinella cf. cancriniformis,species,128474,Cancrinella cancriniformis,species,128473,Kungurian,279.3,272.3,26805,CA,Nunavut
Cancrinella cf. tenuissima,species,202622,Cancrinella tenuissima,species,202622,Kungurian,279.3,272.3,26805,CA,Nunavut
Yakovlevia cf. mammata,species,129580,Yakovlevia mammata,species,129573,Kungurian,279.3,272.3,26805,CA,Nunavut
Leiorhynchoidea cf. variabilis,species,202624,Leiorhynchoidea variabilis,species,202623,Kungurian,279.3,272.3,26805,CA,Nunavut
Stenoscisma sp.,genus,28939,Stenoscisma,genus,28939,Kungurian,279.3,272.3,26805,CA,Nunavut
Rhynchopora nikitini,species,145920,Rhynchopora nikitini,species,145920,Kungurian,279.3,272.3,26805,CA,Nunavut
Hustedia sp.,genus,29339,Hustedia,genus,29339,Kungurian,279.3,272.3,26805,CA,Nunavut
Cleiothyridina cf. pectinifera,species,126220,Cleiothyridina pectinifera,species,126219,Kungurian,279.3,272.3,26805,CA,Nunavut
Crurithyris n. sp. aquilonia,species,202625,Crurithyris aquilonia,species,202625,Kungurian,279.3,272.3,26805,CA,Nunavut
Paeckelmannella n. sp. calignea,species,202626,Paeckelmannella calignea,species,202626,Kungurian,279.3,272.3,26805,CA,Nunavut
Licharewia sp.,genus,29406,Licharewia,genus,29406,Kungurian,279.3,272.3,26805,CA,Nunavut
Neospirifer cf. groenwalli,species,202627,Fasciculatia groenwalli,species,202627,Kungurian,279.3,272.3,26805,CA,Nunavut
Spiriferella loveni,species,145923,Spiriferella loveni,species,145922,Kungurian,279.3,272.3,29759,CA,Nunavut
Anomaloria sp.,genus,29086,Anomaloria,genus,29086,Kungurian,279.3,272.3,26805,CA,Nunavut
Permophricodothyris ? sp.,genus,29513,Permophricodothyris,genus,29513,Kungurian,279.3,272.3,26805,CA,Nunavut
Spirelytha cf. sheii,species,202629,Spirelytha sheii,species,202628,Kungurian,279.3,272.3,26805,CA,Nunavut
Martinia sp.,genus,29415,Martinia,genus,29415,Kungurian,279.3,272.3,26805,CA,Nunavut
Callispirina sp.,genus,29143,Callispirina,genus,29143,Kungurian,279.3,272.3,26805,CA,Nunavut
Spiriferellina cf. cristata,species,125254,Spiriferellina cristata,species,125252,Kungurian,279.3,272.3,26805,CA,Nunavut
Glossothyropsis sp.,genus,30210,Glossothyropsis,genus,30210,Kungurian,279.3,272.3,26805,CA,Nunavut
Dielasma sp.,genus,30138,Dielasma,genus,30138,Kungurian,279.3,272.3,26805,CA,Nunavut
Beecheria sp.,genus,30048,Beecheria,genus,30048,Kungurian,279.3,272.3,26805,CA,Nunavut
Champsosaurus lindoei,species,67580,Champsosaurus lindoei,species,67580,Middle Campanian,83.5,70.6,37894,CA,Alberta
Champsosaurus lindoei,species,67580,Champsosaurus lindoei,species,67580,Middle Campanian,83.5,70.6,37894,CA,Alberta
Champsosaurus lindoei,species,67580,Champsosaurus lindoei,species,67580,Middle Campanian,83.5,70.6,37894,CA,Alberta
n. gen. Canadaga n. sp. arctica,species,203029,Canadaga arctica,species,203029,Late Maastrichtian,70.6,66,54137,CA,Nunavut
Cystolonsdaleia n. sp. danneri,species,153528,Cystolonsdaleia danneri,species,153528,Asselian,298.9,295.5,30665,CA,British Columbia
Canadaga arctica,species,203029,Canadaga arctica,species,203029,Campanian,83.6,72.1,38194,CA,Nunavut
Platypterygius americanus,species,170927,Platypterygius americanus,species,178350,Albian,113,93.9,38221,CA,Saskatchewan
n. gen. Athabascasaurus n. sp. bitumineus,species,203467,Athabascasaurus bitumineus,species,203467,Early Albian,112.03,109,38238,CA,Alberta
Prognathodon overtoni,species,186047,Prognathodon overtoni,species,186045,Late Campanian,83.5,70.6,38254,CA,Alberta
Prognathodon overtoni,species,186047,Prognathodon overtoni,species,186045,Late Campanian,83.5,70.6,38254,CA,Alberta
Prognathodon overtoni,species,186047,Prognathodon overtoni,species,186045,Late Campanian,83.5,70.6,38254,CA,Alberta
Nichollsemys baieri,species,83033,Nichollsemys baieri,species,83033,Late Campanian,83.5,70.6,38254,CA,Alberta
Elopidae indet.,family,63040,Elopidae,family,63040,Late Campanian,83.5,70.6,38254,CA,Alberta
Osteichthyes indet.,unranked clade,34881,Osteichthyes,unranked clade,34881,Late Campanian,83.5,70.6,38254,CA,Alberta
Squalicorax sp.,genus,34633,Squalicorax,genus,34633,Late Campanian,83.5,70.6,38254,CA,Alberta
Cephalopoda indet.,class,12315,Cephalopoda,class,12315,Late Campanian,83.5,70.6,38254,CA,Alberta
Nephropidae indet.,family,82350,Nephropidae,family,82350,Late Campanian,83.5,70.6,38254,CA,Alberta
Helmolepis cyphognathus,species,203627,Helmolepis cyphognathus,species,203627,Smithian,251.3,247.2,38263,CA,British Columbia
Helmolepis cyphognathus,species,203627,Helmolepis cyphognathus,species,203627,Smithian,251.3,247.2,38263,CA,British Columbia
Helmolepis cyphognathus,species,203627,Helmolepis cyphognathus,species,203627,Smithian,251.3,247.2,38263,CA,British Columbia
Listracanthus n. sp. pectenatus,species,151738,Listracanthus pectenatus,species,151738,Smithian,251.3,247.2,30527,CA,British Columbia
Pararachnastraea n. sp. tschernyschewi,species,183140,Pararachnastraea tschernyschewi,species,183139,Artinskian,290.1,279.3,29891,CA,Nunavut
Geinitzella sparsigemmata,species,129812,Dyscritella sparsigemmata,species,129812,Artinskian,290.1,279.3,31809,CA,Nunavut
Polypora biarmica,species,146331,Polypora biarmica,species,146331,Artinskian,290.1,279.3,31809,CA,Nunavut
Polypora orbicribrata,species,194344,Shulgapora orbicribrata,species,194344,Artinskian,290.1,279.3,31809,CA,Nunavut
"""Productus"" boliviensis ?",species,136214,Alpavlia boliviensis,species,136214,Artinskian,290.1,279.3,31809,CA,Nunavut
Costiferina arctica,species,119867,Thamnosia arctica,species,119866,Artinskian,290.1,279.3,38284,CA,Nunavut
Productus pseudoaculeatus,species,203811,Tubersulculus pseudoaculeatus,species,203811,Artinskian,290.1,279.3,31809,CA,Nunavut
Productus tastubensis,species,203812,Waagenoconcha tastubensis,species,203812,Artinskian,290.1,279.3,31809,CA,Nunavut
Productus irginae,species,126265,Waagenoconcha irginae,species,126265,Artinskian,290.1,279.3,31809,CA,Nunavut
Productus konincki,species,203814,Cancrinella koninckiana,species,141140,Artinskian,290.1,279.3,31809,CA,Nunavut
Muirwoodia duplex,species,194815,Yakovlevia duplex,species,186360,Artinskian,290.1,279.3,38284,CA,Nunavut
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Artinskian,290.1,279.3,38284,CA,Nunavut
Productus timanicus,species,130351,Sowerbina timanica,species,130351,Artinskian,290.1,279.3,31809,CA,Nunavut
Derbyia grandis,species,128165,Derbyia grandis,species,128165,Artinskian,290.1,279.3,31809,CA,Nunavut
"""Reticularia"" lineata ?",species,125291,Reticularia lineata,species,125290,Artinskian,290.1,279.3,31809,CA,Nunavut
Spirifer fasciger,species,140125,Neospirifer fasciger,species,140125,Artinskian,290.1,279.3,31809,CA,Nunavut
Spirifer tastubensis,species,186585,Spiriferinaella tastubensis,species,186585,Artinskian,290.1,279.3,31809,CA,Nunavut
Camarophoria kutorgae,species,203821,Septacamera kutorgae,species,203821,Artinskian,290.1,279.3,31809,CA,Nunavut
Aviculopecten bouei,species,203825,Aviculopecten bouei,species,203824,Artinskian,290.1,279.3,31809,CA,Nunavut
Geinitzella sparsigemmata,species,129812,Dyscritella sparsigemmata,species,129812,Artinskian,290.1,279.3,31809,CA,Nunavut
Stenopora aff. ovata,species,128927,Stenopora ovata,species,128927,Artinskian,290.1,279.3,31809,CA,Nunavut
Fenestella elegantissima,species,149273,Fenestella elegantissima,species,149273,Artinskian,290.1,279.3,31809,CA,Nunavut
Fenestella veneris,species,203802,Fenestella veneris,species,203801,Artinskian,290.1,279.3,31809,CA,Nunavut
Fenestella angusta,species,203804,Fenestella angusta,species,203803,Artinskian,290.1,279.3,31809,CA,Nunavut
Fenestella orientalis,species,185025,Wjatkella orientalis,species,185025,Artinskian,290.1,279.3,31809,CA,Nunavut
Fenestella plebeja,species,203805,Fenestella plebeja,species,203805,Artinskian,290.1,279.3,31809,CA,Nunavut
Archimedes sp.,genus,25522,Archimedes,genus,25522,Artinskian,290.1,279.3,31809,CA,Nunavut
Polypora martis,species,149286,Polypora martis,species,203807,Artinskian,290.1,279.3,31809,CA,Nunavut
Polypora biarmica,species,146331,Polypora biarmica,species,146331,Artinskian,290.1,279.3,31809,CA,Nunavut
Polypora orbicribrata,species,194344,Shulgapora orbicribrata,species,194344,Artinskian,290.1,279.3,31809,CA,Nunavut
Polypora micropora,species,192562,Polyporella micropora,species,192562,Artinskian,290.1,279.3,31809,CA,Nunavut
"""Phyllopora"" cf. borealis",species,203809,Phyllopora borealis,species,203809,Artinskian,290.1,279.3,31809,CA,Nunavut
Costiferina arctica,species,119867,Thamnosia arctica,species,119866,Artinskian,290.1,279.3,38284,CA,Nunavut
Productus irginae,species,126265,Waagenoconcha irginae,species,126265,Artinskian,290.1,279.3,31809,CA,Nunavut
Kochiproductus porrectus,species,185297,Kochiproductus porrectus,species,185296,Artinskian,290.1,279.3,38284,CA,Nunavut
Spirifer tastubensis,species,186585,Spiriferinaella tastubensis,species,186585,Artinskian,290.1,279.3,31809,CA,Nunavut
"""Zaphrentis"" sp.",genus,111319,Zaphrenthis,genus,6080,Artinskian,290.1,279.3,31809,CA,Nunavut
Polypora orbicribrata,species,194344,Shulgapora orbicribrata,species,194344,Artinskian,290.1,279.3,31809,CA,Nunavut
"""Phyllopora"" cf. borealis",species,203809,Phyllopora borealis,species,203809,Artinskian,290.1,279.3,31809,CA,Nunavut
Costiferina arctica,species,119867,Thamnosia arctica,species,119866,Artinskian,290.1,279.3,38284,CA,Nunavut
Productus irginae,species,126265,Waagenoconcha irginae,species,126265,Artinskian,290.1,279.3,31809,CA,Nunavut
Megousia weyprechti,species,146283,Kuvelousia weyprechti,species,146282,Artinskian,290.1,279.3,38284,CA,Nunavut
Muirwoodia duplex,species,194815,Yakovlevia duplex,species,186360,Artinskian,290.1,279.3,38284,CA,Nunavut
