identified_name,identified_rank,identified_no,accepted_name,accepted_rank,accepted_no,early_interval,max_ma,min_ma,reference_no,cc,state
Protoentactinia gracilispinosa,species,152974,Protoentactinia gracilispinosa,species,152974,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Parechidnina jamesi,species,153159,Parechidnina jamesi,species,153159,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Echidnina sp.,genus,4177,Echidnina,genus,4177,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia reedae,species,153120,Pararcheoentactinia reedae,species,153120,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Echidnina irregularis,species,153136,Echidnina irregularis,species,153136,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia reedae,species,153120,Pararcheoentactinia reedae,species,153120,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia cf. reedae,species,153120,Pararcheoentactinia reedae,species,153120,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Echidnina sp.,genus,4177,Echidnina,genus,4177,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Palaeospiculum hexaradiatum,species,153149,Palaeospiculum hexaradiatum,species,153149,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Echidnina curvata,species,153135,Echidnina curvata,species,153135,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia ? impedia,species,153119,Pararcheoentactinia,genus,153119,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia reedae,species,153120,Pararcheoentactinia reedae,species,153120,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Ramuspiculum multiramosum,species,153156,Ramuspiculum multiramosum,species,153156,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Ramuspiculum trifurcatum,species,153157,Ramuspiculum trifurcatum,species,153157,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Ramuspiculum curvatum,species,153155,Ramuspiculum curvatum,species,153155,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Echidnina conjuncta,species,153134,Echidnina conjuncta,species,153134,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Grosmorneus globosus,species,153161,Grosmorneus globosus,species,153161,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Grosmorneus sp. A. informal,genus,153160,Grosmorneus,genus,153160,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Protoentactinia gracilispinosa,species,152974,Protoentactinia gracilispinosa,species,152974,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Parechidnina aspinosa,species,153158,Parechidnina aspinosa,species,153158,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Palaeospiculum tetraradiatum,species,153150,Palaeospiculum tetraradiatum,species,153150,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Parechidnina jamesi,species,153159,Parechidnina jamesi,species,153159,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia ? impedia,species,153119,Pararcheoentactinia,genus,153119,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia reedae,species,153120,Pararcheoentactinia reedae,species,153120,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Echidnina irregularis,species,153136,Echidnina irregularis,species,153136,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Protoentactinia gracilispinosa,species,152974,Protoentactinia gracilispinosa,species,152974,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Echidnina sp.,genus,4177,Echidnina,genus,4177,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Pararcheoentactinia cf. reedae,species,153120,Pararcheoentactinia reedae,species,153120,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Phakelodus tenuis,species,393396,Phakelodus tenuis,species,393395,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Phakelodus elongatus,species,393393,Phakelodus,genus,393393,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina primitiva,species,33818,Furnishina,genus,33818,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina furnishi,species,394250,Furnishina furnishi,species,394250,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina kranzae,species,33818,Furnishina,genus,33818,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Prooneotodus gallatini,species,393986,Prooneotodus gallatini,species,393985,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Prooneotodus rotundatus,species,33825,Prooneotodus,genus,33825,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Proconodontus muelleri,species,393492,Proconodontus muelleri,species,393491,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Teridontus nakamurai,species,393741,Teridontus nakamurai,species,393740,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Eoconodontus alisonae,species,33911,Eoconodontus,genus,33911,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Coelocerodontus bicostatus,species,33881,Coelocerodontus,genus,33881,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Eoconodontus notchpeakensis,species,393443,Eoconodontus notchpeakensis,species,393442,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Coelocerodontus bicostatus,species,33881,Coelocerodontus,genus,33881,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Eoconodontus notchpeakensis,species,393443,Eoconodontus notchpeakensis,species,393442,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Phakelodus tenuis,species,393396,Phakelodus tenuis,species,393395,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Phakelodus elongatus,species,393393,Phakelodus,genus,393393,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina curvata,species,33818,Furnishina,genus,33818,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Prooneotodus rotundatus,species,33825,Prooneotodus,genus,33825,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Proconodontus muelleri,species,393492,Proconodontus muelleri,species,393491,Trempealeauan,501,485.4,30606,CA,Newfoundland and Labrador
Phakelodus tenuis,species,393396,Phakelodus tenuis,species,393395,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Phakelodus elongatus,species,393393,Phakelodus,genus,393393,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Trolmenina acies,species,0,,,,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Muellerodus oelandicus,species,33821,Muellerodus,genus,33821,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Westergaardodina bicuspidata,species,393427,Westergaardodina bicuspidata,species,393427,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Westergaardodina polymorpha,species,33828,Westergaardodina,genus,33828,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Westergaardodina tricuspidata,species,33828,Westergaardodina,genus,33828,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina furnishi,species,394250,Furnishina furnishi,species,394250,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina kranzae,species,33818,Furnishina,genus,33818,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina primitiva,species,33818,Furnishina,genus,33818,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina curvata,species,33818,Furnishina,genus,33818,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Prooneotodus gallatini,species,393986,Prooneotodus gallatini,species,393985,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina asymmetrica,species,33818,Furnishina,genus,33818,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Prooneotodus gallatini,species,393986,Prooneotodus gallatini,species,393985,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Furnishina kranzae,species,33818,Furnishina,genus,33818,Franconian,501,485.4,30606,CA,Newfoundland and Labrador
Glomospirella cf. gaultina,species,1537,Glomospirella,genus,1537,Late Campanian,83.5,70.6,30658,CA,British Columbia
Ammodiscus cretaceus,species,428346,Ammodiscus cretaceus,species,428346,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana calcarata,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Dorothia pupa,species,1296,Dorothia,genus,1296,Late Campanian,83.5,70.6,30658,CA,British Columbia
Gavelinella henbesti,species,1480,Gavelinella,genus,1480,Late Campanian,83.5,70.6,30658,CA,British Columbia
Spiroplectammina semicomplanata,species,2592,Spiroplectammina,genus,2592,Late Campanian,83.5,70.6,30658,CA,British Columbia
Spiroplectammina ? sp. A informal,genus,2592,Spiroplectammina,genus,2592,Late Campanian,83.5,70.6,30658,CA,British Columbia
Lenticulina sp.,genus,1763,Lenticulina,genus,1763,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana linneiana,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globorotalites michelinianus,species,1522,Globorotalites,genus,1522,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globorotalites sp.,genus,1522,Globorotalites,genus,1522,Late Campanian,83.5,70.6,30658,CA,British Columbia
Gyroidinoides goudkoffi,species,1568,Gyroidinoides,genus,1568,Late Campanian,83.5,70.6,30658,CA,British Columbia
Gyroidinoides quadratus,species,1568,Gyroidinoides,genus,1568,Late Campanian,83.5,70.6,30658,CA,British Columbia
Hoeglundina cf. supracretacea,species,1633,Hoeglundina,genus,1633,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana contusa,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Pullenia jarvisi,species,2324,Pullenia,genus,2324,Late Campanian,83.5,70.6,30658,CA,British Columbia
Pseudonodosaria mutabilis,species,2277,Pseudonodosaria,genus,2277,Late Campanian,83.5,70.6,30658,CA,British Columbia
Lagena acuticosta,species,1739,Lagena,genus,1739,Late Campanian,83.5,70.6,30658,CA,British Columbia
Planoglobulina ornatissima,species,2138,Planoglobulina,genus,2138,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana arca,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana hilli,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana ventricosa,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Pullenia jarvisi,species,2324,Pullenia,genus,2324,Late Campanian,83.5,70.6,30658,CA,British Columbia
Lagenammina sp.,genus,1740,Lagenammina,genus,1740,Late Campanian,83.5,70.6,30658,CA,British Columbia
Silicosigmoilina californica,species,2528,Silicosigmoilina,genus,2528,Late Campanian,83.5,70.6,30658,CA,British Columbia
Gaudryina laevigata,species,351891,Gaudryina laevigata,species,351891,Late Campanian,83.5,70.6,30658,CA,British Columbia
Spiroplectammina grzybowskii,species,2592,Spiroplectammina,genus,2592,Late Campanian,83.5,70.6,30658,CA,British Columbia
Spiroplectammina ? sp. A informal,genus,2592,Spiroplectammina,genus,2592,Late Campanian,83.5,70.6,30658,CA,British Columbia
Marssonella trochus,species,1815,Marssonella,genus,1815,Late Campanian,83.5,70.6,30658,CA,British Columbia
Gravellina sp.,genus,1549,Gravellina,genus,1549,Late Campanian,83.5,70.6,30658,CA,British Columbia
Lagenammina sp.,genus,1740,Lagenammina,genus,1740,Late Campanian,83.5,70.6,30658,CA,British Columbia
Spiroplectammina semicomplanata,species,2592,Spiroplectammina,genus,2592,Late Campanian,83.5,70.6,30658,CA,British Columbia
Lenticulina sp.,genus,1763,Lenticulina,genus,1763,Late Campanian,83.5,70.6,30658,CA,British Columbia
Fissurina orbignyana,species,1439,Fissurina,genus,1439,Late Campanian,83.5,70.6,30658,CA,British Columbia
Planoglobulina ornatissima,species,2138,Planoglobulina,genus,2138,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana arca,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globotruncana linneiana,species,1526,Globotruncana,genus,1526,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globorotalites spineus,species,1522,Globorotalites,genus,1522,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globorotalites cf. spineus,species,1522,Globorotalites,genus,1522,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globorotalites michelinianus,species,1522,Globorotalites,genus,1522,Late Campanian,83.5,70.6,30658,CA,British Columbia
Globorotalites hiltermanii,species,1522,Globorotalites,genus,1522,Late Campanian,83.5,70.6,30658,CA,British Columbia
Gyroidinoides goudkoffi,species,1568,Gyroidinoides,genus,1568,Late Campanian,83.5,70.6,30658,CA,British Columbia
Gyroidinoides nitidus,species,1568,Gyroidinoides,genus,1568,Late Campanian,83.5,70.6,30658,CA,British Columbia
Anomalinoides clementiana,species,859,Anomalinoides,genus,859,Late Campanian,83.5,70.6,30658,CA,British Columbia
Spiroplectammina laevis,species,2592,Spiroplectammina,genus,2592,Maastrichtian,72.1,66,30658,CA,British Columbia
Cornwallius sookensis,species,72052,Cornwallius sookensis,species,72051,Chattian,28.1,23.03,30701,CA,British Columbia
Ischyrhiza mira,species,63021,Ischyrhiza mira,species,63021,Middle Campanian,83.5,70.6,30788,CA,Alberta
Ischyrhiza mira,species,63021,Ischyrhiza mira,species,63021,Middle Campanian,83.5,70.6,30788,CA,Alberta
Ischyrhiza mira,species,63021,Ischyrhiza mira,species,63021,Middle Campanian,83.5,70.6,30788,CA,Alberta
Ischyrhiza mira,species,63021,Ischyrhiza mira,species,63021,Middle Campanian,83.5,70.6,30788,CA,Alberta
n. gen. Chronoperates n. sp. paradoxus,species,156693,Chronoperates paradoxus,species,156693,Ti1,61.7,56.8,828,CA,Alberta
n. gen. Nortedelphys n. sp. magnus,species,160064,Nortedelphys magnus,species,160064,Lancian,70.6,66,31410,CA,Alberta
n. gen. Atrociraptor n. sp. marshalli,species,132126,Atrociraptor marshalli,species,132126,Early Maastrichtian,70.6,66,31419,CA,Alberta
Perissopyge phenax,species,65743,Perissopyge phenax,species,65743,Dyeran,516,513,31454,CA,Yukon
Arctotherium n. sp. yukonense,species,44310,Arctodus simus,species,44309,Pleistocene,2.588,0.0117,31590,CA,Yukon
Sorex cinereus,species,51634,Sorex cinereus,species,51634,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Sorex monticolus,species,51654,Sorex monticolus,species,51654,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Sorex arcticus-group informal,species,40486,Sorex,genus,40486,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Sorex hoyi,species,51645,Sorex hoyi,species,51645,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Ochotona princeps,species,49267,Ochotona princeps,species,47654,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Lepus cf. americanus,species,47636,Lepus americanus,species,47636,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Eutamias sp.,genus,41497,Eutamias,genus,41497,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Marmota caligata,species,47895,Marmota caligata,species,44282,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Spermophilus columbianus,species,51688,Spermophilus columbianus,species,44283,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Spermophilus lateralis,species,51702,Callospermophilus lateralis,species,51486,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Cynomys cf. churcherii,species,45491,Cynomys niobrarius,species,45500,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Tamiasciurus hudsonicus,species,52035,Tamiasciurus hudsonicus,species,51484,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Thomomys talpoides,species,52281,Thomomys talpoides,species,45363,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Peromyscus maniculatus,species,50256,Peromyscus maniculatus,species,46932,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Neotoma cinerea,species,49115,Neotoma cinerea,species,48833,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Clethrionomys gapperi,species,45177,Clethrionomys gapperi,species,44339,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Lemmus sibiricus,species,47507,Lemmus sibiricus,species,47507,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Synaptomys borealis,species,51946,Synaptomys (Mictomys) borealis,species,44332,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Phenacomys intermedius,species,50337,Phenacomys intermedius,species,50337,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Dicrostonyx torquatus,species,45697,Dicrostonyx torquatus,species,104089,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
cf. Lagurus curtatus,species,47462,Lemmiscus curtatus,species,44335,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Microtus richardsoni,species,104963,Microtus richardsoni,species,104962,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Microtus cf. longicaudus,species,48589,Microtus longicaudus,species,44344,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Canis latrans,species,44854,Canis latrans,species,44854,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Vulpes vulpes,species,52691,Vulpes vulpes,species,44890,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Vulpes velox,species,52690,Vulpes velox,species,44888,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Martes americana,species,47913,Martes americana,species,233976,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Mustela erminea,species,48848,Mustela erminea,species,48848,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Mustela frenata,species,48850,Mustela frenata,species,48850,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Mustela nivalis,species,48861,Mustela nivalis,species,48861,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Mustela nigripes,species,48860,Mustela nigripes,species,48860,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Lynx sp.,genus,41058,Lynx,genus,41058,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Odocoileus cf. hemionus,species,49284,Odocoileus hemionus,species,45019,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Ovis canadensis,species,49517,Ovis canadensis,species,49517,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Thymallus arcticus,species,35527,Thymallus,genus,35527,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Pinus sp.,genus,55062,Pinus,genus,55062,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Picea sp.,genus,83629,Picea,genus,83629,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Abies sp.,genus,55065,Abies,genus,55065,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Betula sp.,genus,55294,Betula,genus,55294,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Salix sp.,genus,54580,Salix,genus,54580,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Silene acaulis,species,0,,,,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Claytonia sp.,genus,204018,Claytonia,genus,204018,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Phlox sp.,genus,0,,,,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Polemonium sp.,genus,457958,Polemonium,genus,457958,Late Pleistocene,0.126,0.0117,31647,CA,Alberta
Bison occidentalis,species,44522,Bison antiquus,species,44508,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Pinus sp.,genus,55062,Pinus,genus,55062,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Salix sp.,genus,54580,Salix,genus,54580,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Vertigo modesta,species,162064,Vertigo,genus,162064,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Succinea avara,species,91734,Succinea,genus,91734,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Vallonia gracilicosta,species,114478,Vallonia,genus,114478,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Gyraulus altissimus,species,70675,Gyraulus,genus,70675,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Gyraulus hornensis,species,70675,Gyraulus,genus,70675,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Helisoma trivovlus,species,83652,Helisoma,genus,83652,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Stagnicola palustris,species,83643,Stagnicola,genus,83643,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Fossaria sp.,genus,162060,Fossaria,genus,162060,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Pisidium cf. subtruncatum,species,307503,Pisidium subtruncatum,species,307503,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Cypridopsis vidua,species,24018,Cypridopsis,genus,24018,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Cypridopsis incongruens,species,24018,Cypridopsis,genus,24018,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Cypricercus reticulatus,species,0,,,,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Cyclocypris serena,species,331063,Cyclocypris,genus,331063,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Candona candida,species,307513,Candona candida,species,307512,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Candona rawsoni,species,236965,Candona,genus,236965,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Ilyocypris bradyi,species,307515,Ilyocypris bradyi,species,307515,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Limnocythere sp.,genus,98337,Limnocythere,genus,98337,Late Pleistocene,0.126,0.0117,31686,CA,Alberta
Dromaeosauridae indet.,family,38561,Dromaeosauridae,family,38561,Late Campanian,83.5,70.6,31859,CA,Alberta
Bootherium bombifrons,species,44580,Bootherium bombifrons,species,44608,Late Pleistocene,0.126,0.0117,31865,CA,Alberta
Variatrypa arctica,species,29970,Variatrypa,genus,29970,Eifelian,393.3,387.7,31977,CA,Manitoba
Gypidula sp.,genus,28211,Gypidula,genus,28211,Eifelian,393.3,387.7,31977,CA,Manitoba
Spinulicosta spinulicosta,species,279069,Spinulicosta spinulicosta,species,279068,Eifelian,393.3,387.7,31977,CA,Manitoba
Mastigospira sp.,genus,8473,Mastigospira,genus,8473,Eifelian,393.3,387.7,31977,CA,Manitoba
Omphalocirrus manitobensis,species,78387,Omphalocirrus manitobensis,species,73618,Eifelian,393.3,387.7,31977,CA,Manitoba
Tabulophyllum gallina,species,5978,Tabulophyllum,genus,5978,Givetian,387.7,382.7,31977,CA,Manitoba
Strophodonta sp.,genus,28016,Strophomena (Strophodonta),subgenus,110290,Givetian,387.7,382.7,31977,CA,Manitoba
Nervostrophia sp.,genus,27679,Nervostrophia,genus,27679,Givetian,387.7,382.7,31977,CA,Manitoba
Schizophoria iowensis,species,267508,Schizophoria (Schizophoria) iowensis,species,265143,Givetian,387.7,382.7,31977,CA,Manitoba
Productella concentrica,species,280255,Chonetipustula concentrica,species,279088,Givetian,387.7,382.7,31977,CA,Manitoba
Rhyssochonetes aurora,species,27886,Rhyssochonetes,genus,27886,Givetian,387.7,382.7,31977,CA,Manitoba
Rhyssochonetes aurora,species,27886,Rhyssochonetes,genus,27886,Givetian,387.7,382.7,31977,CA,Manitoba
"""Atrypa"" manitobensis",species,29779,Atrypa,genus,29779,Givetian,387.7,382.7,31977,CA,Manitoba
"""Atrypa"" snakensis",species,29779,Atrypa,genus,29779,Givetian,387.7,382.7,31977,CA,Manitoba
"""Atrypa"" snakensis",species,29779,Atrypa,genus,29779,Givetian,387.7,382.7,31977,CA,Manitoba
"""Atrypa"" snakensis",species,29779,Atrypa,genus,29779,Givetian,387.7,382.7,31977,CA,Manitoba
Spinatrypa mascula,species,29946,Spinatrypa,genus,29946,Givetian,387.7,382.7,31977,CA,Manitoba
Spinatrypa mascula,species,29946,Spinatrypa,genus,29946,Givetian,387.7,382.7,31977,CA,Manitoba
Spinatrypa mascula,species,29946,Spinatrypa,genus,29946,Givetian,387.7,382.7,31977,CA,Manitoba
Cyrtina hamiltonensis,species,313947,Cyrtina hamiltonensis,species,313946,Givetian,387.7,382.7,31977,CA,Manitoba
Cyrtina hamiltonensis,species,313947,Cyrtina hamiltonensis,species,313946,Givetian,387.7,382.7,31977,CA,Manitoba
Cyrtina paucicostata,species,29207,Cyrtina,genus,29207,Givetian,387.7,382.7,31977,CA,Manitoba
Pseudoatrypa bremerensis,species,29920,Pseudoatrypa,genus,29920,Givetian,387.7,382.7,31977,CA,Manitoba
Independatrypa cf. independensis,species,29854,Desquamatia (Independatrypa),subgenus,29854,Givetian,387.7,382.7,31977,CA,Manitoba
Athyris vittata,species,29105,Athyris,genus,29105,Givetian,387.7,382.7,31977,CA,Manitoba
Athyris vittata,species,29105,Athyris,genus,29105,Givetian,387.7,372.2,31977,CA,Manitoba
Ambocoelia cf. umbonata,species,111681,Ambocoelia umbonata,species,111681,Givetian,387.7,382.7,31977,CA,Manitoba
Emanuella cf. subumbona,species,29262,Emanuella,genus,29262,Givetian,387.7,382.7,31977,CA,Manitoba
Tecnocyrtina missouriensis,species,29678,Tecnocyrtina,genus,29678,Givetian,387.7,382.7,31977,CA,Manitoba
Variatrypa clarkei,species,29970,Variatrypa,genus,29970,Givetian,387.7,372.2,31977,CA,Manitoba
Allenella allani,species,0,,,,Givetian,387.7,372.2,31977,CA,Manitoba
Eleutherokomma cf. hamiltoni,species,29254,Eleutherokomma,genus,29254,Givetian,387.7,372.2,31977,CA,Manitoba
Cranaena cf. iowensis,species,30116,Cranaena,genus,30116,Givetian,387.7,372.2,31977,CA,Manitoba
Cyrtina cf. triquetra,species,29207,Cyrtina,genus,29207,Givetian,387.7,382.7,31977,CA,Manitoba
Paracyclas cf. rugosa,species,18027,Paracyclas,genus,18027,Givetian,387.7,382.7,31977,CA,Manitoba
Mytilarca chemungensis,species,57941,Mytilarca chemungensis,species,57904,Givetian,387.7,382.7,31977,CA,Manitoba
Paracyclas sp.,genus,18027,Paracyclas,genus,18027,Givetian,387.7,372.2,31977,CA,Manitoba
Independatrypa sp.,genus,29854,Desquamatia (Independatrypa),subgenus,29854,Givetian,387.7,372.2,31977,CA,Manitoba
Leptodesma venusta,species,16760,Leptodesma,genus,16760,Givetian,387.7,372.2,31977,CA,Manitoba
Amuria impensa,species,163732,Amuria impensa,species,163732,Early Hettangian,201.3,196.5,8989,CA,British Columbia
Amuria impensa,species,163732,Amuria impensa,species,163732,Middle Hettangian,201.3,196.5,8989,CA,British Columbia
n. gen. Amuria n. sp. impensa,species,163732,Amuria impensa,species,163732,Middle Hettangian,201.3,196.5,8989,CA,British Columbia
Amuria impensa,species,163732,Amuria impensa,species,163732,Middle Hettangian,201.3,196.5,8989,CA,British Columbia
Amuria impensa,species,163732,Amuria impensa,species,163732,Middle Hettangian,201.3,196.5,8989,CA,British Columbia
Amuria macfarlanei,species,163733,Amuria macfarlanei,species,163733,Middle Hettangian,201.3,196.5,8989,CA,British Columbia
Archaeocenosphaera laseekensis,species,64214,Archaeocenosphaera laseekensis,species,64214,Early Hettangian,201.3,196.5,8989,CA,British Columbia
Archaeocenosphaera laseekensis,species,64214,Archaeocenosphaera laseekensis,species,64214,Early Hettangian,201.3,196.5,8989,CA,British Columbia
Archaeocenosphaera laseekensis,species,64214,Archaeocenosphaera laseekensis,species,64214,Early Hettangian,201.3,196.5,8989,CA,British Columbia
Archaeocenosphaera laseekensis,species,64214,Archaeocenosphaera laseekensis,species,64214,Middle Hettangian,201.3,196.5,8989,CA,British Columbia
Archaeocenosphaera laseekensis,species,64214,Archaeocenosphaera laseekensis,species,64214,Middle Hettangian,201.3,196.5,8989,CA,British Columbia
